sample	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts	gene.count	new.count	new.abundance
ST05322	197	0.00094755226249444	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			246.683860913278	3	82.2279536377593	0.000401287332746821
ST05322	195	0.00377280673764022	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			982.204960463778	3	327.401653487926	0.00159777947100386
ST05322	1031542	9.2018896164983e-05	Campylobacter volucris	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			23.9560153897994	3	7.98533846326647	3.8969900517302e-05
ST05322	201	0.000263735677391988	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			68.6604187808754	3	22.8868062602918	0.000111691767008395
ST05322	1414720	0.0139930370568963	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			3642.91928131828	10	364.291928131828	0.00177781070443773
ST05322	84024	0.00332907498435339	Clostridium disporicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			866.684723276592	10	86.6684723276592	0.000422957869617194
ST05322	57706	0.000368415989119609	Citrobacter braakii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Citrobacter freundii complex	95.9126817754208	8	11.9890852219276	5.85089111176956e-05
ST05322	571	8.29584703084495e-05	Klebsiella oxytoca	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			21.5972422431611	8	2.69965528039514	1.31748075791608e-05
ST05322	160453	0.000117100984917906	Enterococcus gilvus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			30.4858362115579	6	5.08097270192632	2.47960686495686e-05
ST05322	33945	0.000130679602995727	Enterococcus avium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			34.0208664847017	5	6.80417329694034	3.320560020142e-05
ST05322	332950	6.30318568648478e-05	Enterococcus termitis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			16.4095875524807	6	2.73493125874678	1.33469607537993e-05
ST05322	1559	0.000752364895422067	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			195.86917214439	10	19.586917214439	9.55877097506376e-05
ST05322	1520	0.00063565334632753	Clostridium beijerinckii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			165.484720876217	15	11.0323147250811	5.38396975018279e-05
ST05322	182773	9.31331145266362e-05	Clostridium isatidis	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			24.2460887696354	9	2.69400986329282	1.31472569194276e-05
ST05322	29363	0.00472866079725905	Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1231.05009463683	10	123.105009463683	0.000600774781688945
ST05322	2478464	0.000165646386832198	Enterobacter oligotrophica	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			43.1240490551207	8	5.39050613189009	2.63066479478608e-05
ST05322	654	0.00124715128921856	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			324.68087233258	10	32.468087233258	0.000158450156532197
ST05322	208962	6.41011437201565e-05	Escherichia albertii	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			16.6879635538181	7	2.38399479340259	1.16343271309081e-05
ST05322	1354	0.00187508544855972	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			488.155995507141	6	81.3593325845235	0.000397048304409131
ST05322	44008	0.000721906993466533	Enterococcus cecorum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			187.93982286509	7	26.8485461235843	0.000131025776337886
ST05322	1355	5.35798910495518e-05	Enterococcus columbae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			13.9488816760582	6	2.32481361267637	1.13455122314512e-05
ST05322	1758179	0.00183014308732257	Aeromonas sp. ASNIH5	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			476.455791067383	10	47.6455791067383	0.000232519070596704
ST05322	648	0.00439657337622791	Aeromonas caviae	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1144.59511962042	10	114.459511962042	0.000558583185288695
ST05322	633417	0.000296990291830558	Aeromonas taiwanensis	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			77.3178585945837	10	7.73178585945837	3.77325178075073e-05
ST05322	644	0.00157596138616865	Aeromonas hydrophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			410.282635352373	10	41.0282635352373	0.000200225369997882
ST05322	196024	0.000114149462696552	Aeromonas dhakensis	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			29.717442819495	10	2.9717442819495	1.45026512731009e-05
ST05322	548	0.000155958042039661	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			40.6018047485212	8	5.07522559356515	2.47680217180419e-05
ST05322	573	8.16141342457996e-05	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			21.247260481283	8	2.65590756016037	1.29613107670658e-05
ST05322	1712675	0.00353940410847106	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			921.441386791139	12	76.7867822325949	0.000374733429072949
ST05322	154288	0.000199332770597962	Turicibacter sanguinis	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			51.8938948319323	8	6.48673685399154	3.16564527658809e-05
ST05322	1776391	0.00909900819749688	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			2368.81759611994	16	148.051099757496	0.000722516228406267
ST05322	1537	0.000365885561208649	Romboutsia lituseburensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			95.2539152339371	16	5.95336970212107	2.90535242935057e-05
ST05322	1301100	0.000136028674368908	[Clostridium] dakarense	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			35.4134330278528	16	2.2133395642408	1.0801498649838e-05
ST05322	261299	0.000336135890636151	Intestinibacter bartlettii	Intestinibacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			87.5089454964342	12	7.29241212470285	3.55882942643096e-05
ST05322	1541	4.26779895525622e-05	Terrisporobacter mayombei	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			11.1107024441349	10.5	1.05816213753666	5.16402321838604e-06
ST05322	550	0.000713345906906402	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Enterobacter cloacae complex	185.711046712199	8	23.2138808390249	0.000113287950295253
ST05322	1702170	0.0013615167292962	Citrobacter sp. FDAARGOS_156	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			354.454542271514	8	44.3068177839393	0.000216225309574674
ST05322	1867719	0.000212834210867313	Phyllobacterium zundukense	Phyllobacterium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			55.4088327887745	3	18.4696109295915	9.01350523625809e-05
ST05322	651	0.000666852130612085	Aeromonas media	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			173.606949979289	10	17.3606949979289	8.47233414203667e-05
ST05322	948519	0.000991293846217436	Aeromonas rivipollensis	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			258.071457336555	10	25.8071457336555	0.000125943553488987
ST05322	645	0.000159353057074666	Aeromonas salmonicida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			41.4856561727044	10	4.14856561727044	2.02457529055564e-05
ST05322	36835	0.000748183831522806	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			194.780682330984	5	38.9561364661968	0.000190113013945452
ST05322	703	0.000173477923970408	Plesiomonas shigelloides	Plesiomonas		Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			45.1628957706082	13	3.4740689054314	1.69540865747516e-05
ST05322	73010	5.19714170997627e-05	Aeromonas encheleia	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			13.530134784918	10	1.3530134784918	6.60295125847751e-06
ST05322	2505970	0.000276476826896102	Campylobacter armoricus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			71.9774241604774	3	23.9924747201591	0.000117087629699045
ST05322	417368	6.52881321370554e-05	Enterococcus thailandicus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			16.9969817442967	6	2.83283029071612	1.38247257920798e-05
ST05322	1500960	5.98658114969042e-05	Campylobacter sp. RM16704	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			15.585345633481	3	5.19511521116033	2.53531048040292e-05
ST05322	158836	0.000546620691319726	Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Enterobacter cloacae complex	142.306137536795	8	17.7882671920994	8.68099713043018e-05
ST05322	1280	0.000589862423905749	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			153.563603714775	6	25.5939339524625	0.000124903041312775
ST05322	46867	9.56821632107231e-05	Clostridium chauvoei	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			24.9097030059532	9	2.76774477843924	1.35070966834058e-05
ST05322	650	6.48060260067756e-05	Aeromonas jandaei	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			16.8714711985519	10	1.68714711985519	8.23358405172905e-06
ST05322	54291	0.000243473891197922	Raoultella ornithinolytica	Raoultella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			63.3855058866847	8	7.92318823583559	3.86665961312386e-05
ST05322	2005703	0.000110397105434455	Enterococcus wangshanyuanii	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			28.7405616345952	4	7.1851404086488	3.50647888271667e-05
ST05322	37734	0.000119656061117291	Enterococcus casseliflavus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			31.1510196391533	5	6.23020392783066	3.04045255422711e-05
ST05322	2498704	0.000208173508410772	Agromyces sp. LHK192	Agromyces	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria	NA			54.1954748326435	2	27.0977374163217	0.000132241875058364
ST05322	244366	5.82972456816067e-05	Klebsiella variicola	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			15.1769883462581	8	1.89712354328226	9.25830709503818e-06
ST05322	79880	0.000397057267549927	Alkalihalobacillus clausii	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			103.369094919413	7	14.7670135599161	7.20657054193519e-05
ST05322	28901	0.000638141340715386	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			166.132440359162	7	23.7332057655946	0.000115822350160415
ST05322	37482	0.000534276424933697	Laceyella sacchari	Laceyella	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			139.092455914389	12	11.5910379928658	5.65663684203404e-05
ST05322	299767	0.000690682845777425	Enterobacter ludwigii	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Enterobacter cloacae complex	179.810990704003	8	22.4763738380004	0.000109688782320977
ST05322	1006623	0.000227719624989039	Aeromonas cavernicola	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			59.2840717303964	10	5.92840717303964	2.89317026225223e-05
ST05322	1914243	4.43422133340238e-05	Citrobacter europaeus	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			11.5439631349531	8	1.44299539186914	7.04207932158993e-06
ST05322	671622	0.000370086230156353	Microbacterium yannicii	Microbacterium	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria	NA			96.3475089864446	2	48.1737544932223	0.000235096662312028
ST05322	693444	9.48414181369251e-05	Enterobacteriaceae bacterium strain FGI 57		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			24.6908251149308	7	3.5272607307044	1.72136723329206e-05
ST05322	61645	0.000136158729308881	Enterobacter asburiae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Enterobacter cloacae complex	35.4472912708156	8	4.43091140885195	2.16236515957654e-05
ST05322	265178	0.000127217147448743	Breznakia pachnodae	Breznakia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			33.1194577325109	5	6.62389154650218	3.23257925499374e-05
ST05322	134821	4.53906401943937e-05	Ureaplasma parvum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			11.8169084869281	2	5.90845424346405	2.88343287060419e-05
ST05322	2130	0.000464125156879681	Ureaplasma urealyticum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			120.829415091742	2	60.414707545871	0.000294834734141177
ST05322	42096	9.17255548354689e-05	Ureaplasma gallorale	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			23.8796474947563	2	11.9398237473781	5.82685061841592e-05
ST05322	2119	9.70437238470372e-05	Mycoplasma muris	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			25.26416897889	2	12.632084489445	6.16468642054851e-05
ST05322	2497860	0.000198076281928962	Cellulosilyticum sp. WCF-2	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			51.5667830848222	11	4.68788937134747	2.28777506774333e-05
ST05322	29360	5.10529140050582e-05	Cellulosilyticum lentocellum	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			13.2910135262488	11	1.20827395693171	5.89659613250939e-06
ST05322	425254	0.000136365130097715	Cellulosilyticum ruminicola	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			35.5010252393789	11	3.22736593085263	1.57501312983557e-05
ST05322	1606	0.000154213982316632	Lactobacillus aviarius	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			40.1477597283473	5	8.02955194566946	3.91856703332834e-05
ST05322	1710	6.16939560756304e-05	Cellulosimicrobium cellulans	Cellulosimicrobium	Promicromonosporaceae	Micrococcales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria	NA			16.0612811368175	3	5.35376037893917	2.612732200651e-05
ST05322	536018	0.000142637403795008	Mesorhizobium australicum	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			37.1339364291847	2	18.5669682145924	9.06101735773636e-05
ST05322	2116	0.000332699012024461	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			86.6141953924242	2	43.3070976962121	0.000211346494162767
ST05322	126385	0.000369222714266395	Providencia alcalifaciens	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			96.1227029866848	7	13.7318147123835	6.70137472225207e-05
ST05322	587	0.000128577837018763	Providencia rettgeri	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			33.4736969337908	7	4.78195670482726	2.33368163318821e-05
ST05322	39480	4.62607797254423e-05	Andreesenia angusta	Andreesenia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Terrabacteria group	Bacteria	NA			12.0434388721622	6	2.00723981202703	9.79569446541207e-06
ST05322	2528023	0.00013963342708079	Planctomycetes bacterium ETA_A1					Planctomycetes	PVC group	Bacteria	NA			2	NA	NA	NA
ST05322	55211	4.96982600575196e-05	Erwinia persicina	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			12.9383456268545	7	1.84833508955064	9.02021058891508e-06
ST05322	1495	3.85506497712019e-05	Clostridium cylindrosporum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			10.0361990601352	10	1.00361990601352	4.89784723270605e-06
ST05322	243690	6.1681039633923e-05	Methylobacterium goesingense	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			16.0579184962163	5.5	2.9196215447666	1.42482828587812e-05
ST05322	1402	0.000246724158537153	Bacillus licheniformis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA		Bacillus subtilis group	64.2316739852454	8	8.02895924815567	3.91827778618803e-05
ST05322	674703	0.000106053658186204	Rhodoplanes sp. Z2-YC6860	Rhodoplanes	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			27.6097972648801	1	27.6097972648801	0.000134740820024694
ST05322	1235591	4.81360982524345e-05	Pseudorhodoplanes sinuspersici	Pseudorhodoplanes		Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			12.5316555468423	1	12.5316555468423	6.11567527443005e-05
ST05322	450367	8.37195977350555e-05	[Brevibacterium] frigoritolerans	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			21.7953926351489	10	2.17953926351489	1.06365470497521e-05
ST05322	933059	8.86694019014432e-05	Gemmobacter aquatilis	Gemmobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			23.0840147522179	2.5	9.23360590088716	4.50616720917742e-05
ST05322	1550	0.000158057664061928	Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			41.1484161465542	10	4.11484161465542	2.00811736540947e-05
ST05322	159728	6.93911695881634e-05	Desulfovibrio cuneatus	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria		Bacteria	NA			18.0651583082433	3	6.0217194360811	2.93870833962362e-05
ST05322	47917	7.71012995424372e-05	Serratia fonticola	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			20.072398120279	7	2.86748544575414	1.3993849236309e-05
ST05322	363832	0.000104716656332028	Solirubrobacter soli	Solirubrobacter	Solirubrobacteraceae	Solirubrobacterales	Thermoleophilia	Actinobacteria	Terrabacteria group	Bacteria	NA			27.2617248761674	1	27.2617248761674	0.000133042163615407
ST05322	490573	0.000157427752355606	Solirubrobacter ginsenosidimutans	Solirubrobacter	Solirubrobacteraceae	Solirubrobacterales	Thermoleophilia	Actinobacteria	Terrabacteria group	Bacteria	NA			40.9844261927536	1	40.9844261927536	0.000200011435812952
ST05322	467091	7.71012995424038e-05	Ilumatobacter fluminis	Ilumatobacter	Ilumatobacteraceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Terrabacteria group	Bacteria	NA			20.0723981202703	2	10.0361990601352	4.89784723270603e-05
ST05322	28080	4.58800820649506e-05	Campylobacter upsaliensis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			11.9443288046251	3	3.98144293487503	1.94301638936325e-05
ST05322	1908690	6.08303614598674e-05	Fimbriiglobus ruber	Fimbriiglobus	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	PVC group	Bacteria	NA			15.836454641739	3	5.278818213913	2.57615906440817e-05
ST05322	1041504	0.000112029769597845	Candidatus Arthromitus sp. SFB-rat-Yit	Candidatus Arthromitus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			29.1656061575637	5	5.83312123151274	2.84666899397058e-05
ST05322	49118	0.000111642361884765	Candidatus Arthromitus sp. SFB-mouse	Candidatus Arthromitus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			29.0647492083561	5.5	5.28449985606475	2.57893180886286e-05
ST05322	626937	0.000111817942903451	Christensenella minuta	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			29.1104596195985	2	14.5552298097993	7.10321622938849e-05
ST05322	2086585	0.000130845994121318	Christensenella sp. Marseille-P3954	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			34.0641844175556	3	11.3547281391852	5.54131334595994e-05
ST05322	424798	8.48114294966442e-05	Rhizobium soli	Rhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			22.0796379322974	3	7.3598793107658	3.59175463731776e-05
ST05322	1306154	5.3959854895848e-05	Rummeliibacillus suwonensis	Rummeliibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			14.0478007038753	11.5	1.2215478872935	5.96137532102498e-06
ST05322	758823	6.55361046110432e-05	Vampirovibrio chlorellavorus	Vampirovibrio		Vampirovibrionales		Candidatus Melainabacteria	Terrabacteria group	Bacteria	NA			17.0615384022298	NA	NA	NA
ST05322	1002870	7.32462345652854e-05	Gaiella occulta	Gaiella	Gaiellaceae	Gaiellales	Rubrobacteria	Actinobacteria	Terrabacteria group	Bacteria	NA			19.0687782142573	1	19.0687782142573	9.3059097421417e-05
ST05322	146938	8.86664944737644e-05	Azovibrio restrictus	Azovibrio	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria		Bacteria	NA			23.0832578383109	3	7.69441927943697	3.7550162117413e-05
ST05322	unassigned	0									NA			0	1	0	0
SX03212	95149	0.275378054001569	Helicobacter pametensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			13382.2719122602	2	6691.1359561301	0.0326539574693831
SX03212	222136	0.0592585940498484	Helicobacter sp. MIT 01-6242	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			2879.73063644643	2	1439.86531822321	0.00702680399429422
SX03212	375926	0.000613701328104331	Helicobacter anseris	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			29.823429740558	2	14.911714870279	7.27718740677447e-05
SX03212	188913	0.578125734553466	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			28094.5981963602	10	2809.45981963602	0.0137106736529972
SX03212	171287	0.00352960717548376	Mycoplasma moatsii	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			171.524790299809	2	85.7623951499045	0.000418536048596015
SX03212	216942	0.001033841365573	Spiroplasma litorale	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			50.2405550013855	1	50.2405550013855	0.000245183023780954
SX03212	2145	0.000344742977271192	Spiroplasma taiwanense	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			16.7531297234708	1	16.7531297234708	8.17583126476584e-05
SX03212	2136	0.00205960604282903	Spiroplasma monobiae	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			100.08861525732	1	100.08861525732	0.000488450601991987
SX03212	362837	0.000751900264757302	Spiroplasma cantharicola	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			36.5393452661458	1	36.5393452661458	0.000178318634399697
SX03212	81459	0.000867534694680256	Entomoplasma melaleucae	Entomoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			42.1587160226817	2	21.0793580113409	0.000102871091619894
SX03212	850	0.000249175236657529	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			12.1089198006093	8	1.51361497507616	7.38671570047491e-06
SX03212	300419	0.00866898194307829	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			421.277846505833	6	70.2129744176388	0.000342652054219878
SX03212	1352	0.00248251884038864	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			120.640485567526	6	20.1067475945877	9.81245763209719e-05
SX03212	2116	0.00980371202648323	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			476.421189638979	2	238.21059481949	0.00116251092235927
SX03212	316	0.000913545386595798	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA	Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	44.3946516070094	4	11.0986629017524	5.41634886418372e-05
SX03212	134821	0.000221014742749569	Ureaplasma parvum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			10.7404324386581	2	5.37021621932905	2.62076294932711e-05
